,Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
2381,UC MEXUS,L&S College of Letters & Sciences,Division of Arts & Humanities,S&P Spanish & Portuguese,University of California,0,0,1500
2382,UC MEXUS,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,University of California,0,11650,0
2383,UC MEXUS,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,0,0,5570
2384,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,University of California,0,12000,8260
2385,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Economics,University of California,3250,0,8870
2386,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,21000,0,12000
2387,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,University of California,0,0,0
2388,UC MEXUS,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,University of California,0,0,11990
2389,UC MEXUS,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,University of California,24992,0,16100
2390,UC MEXUS,Schools,School of Law,Boalt Law School,University of California,0,1500,0
2391,UC MEXUS,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,952,12500
2392,UC MEXUS,Vice Chancellor - Research,Academic Research Units,ARF Archaeological Research Facility,University of California,11810,1421,26498
2393,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,0,25000,0
2394,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,University of California,0,0,1414
2395,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,0,25000,0
2396,UC MEXUS,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,University of California,0,0,1414
2397,UC MEXUS,Vice Chancellor - Research,VC Research Museums & Field Stations,MVZ Museum of Vertebrate Zoology,University of California,14842,11982,0
2398,UC MEXUS,Vice Chancellor - Research,VC Research Museums & Field Stations,University/Jepson Herbaria,University of California,0,24873,0
2399,UC Math Diagnostic Testing Project,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,University of California,81065,83838,-13389
2400,UC Merced,Colleges,CNR College of Natural Resources,Energy & Resources Group,University of California,92925,0,0
2401,UC Merced,Colleges,College of Engineering,Civil & Environmental Engineering,University of California,81652,157378,74346
2402,UC Merced,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,337744,0
2403,UC Merced,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,298598,146392,0
2404,UC Merced,Schools,School of Law,Boalt Law School,University of California,0,589725,0
2405,UC Office of the President,Campus Support,Vice Chancellor - Administration,Finance,University of California,0,0,0
2406,UC Office of the President,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,234530,0
2407,UC Office of the President,L&S College of Letters & Sciences,Division of Arts & Humanities,Berkeley Language Center,University of California,17500,45148,45148
2408,UC Office of the President,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,University of California,0,0,105769
2409,UC Office of the President,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,0,0,300000
2410,UC Office of the President,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,87500,45000,90000
2411,UC Office of the President,Schools,Graduate School of Education,Null,University of California,29375,0,0
2412,UC Office of the President,Schools,Graduate School of Education,School of Education,University of California,0,388914,371480
2413,UC Office of the President,Schools,School of Public Health,Null,University of California,0,0,0
2414,UC Office of the President,Vice Chancellor - Research,VC Res Other Research Units,History of Science & Technology,University of California,0,10000,0
2415,UC Office of the President,Vice Chancellor - Research,VC Research Museums & Field Stations,Essig Museum of Entomology,University of California,0,0,2500
2416,UC Office of the President,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,104370,110000,110000
2417,UC Pacific Rim Research Program,L&S College of Letters & Sciences,Division of Social Sciences,History,University of California,0,5000,0
2418,UC Riverside,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,0,17450,151834
2419,UC Riverside,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,0,102879,0
2420,UC Riverside,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,University of California,0,0,0
2421,UC Riverside,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,81250,86533,37716
2422,UC Riverside,Colleges,College of Engineering,MSE Materials Science & Engineering,University of California,0,241808,176179
2423,UC Riverside,Vice Chancellor - Research,VC Research Museums & Field Stations,Essig Museum of Entomology,University of California,0,0,0
2424,UC Riverside,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,10472,0,15000
2425,UC San Diego,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,University of California,0,0,0
2426,UC San Diego,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,0,0,0
2427,UC San Diego,Colleges,College of Engineering,Bioengineering,University of California,0,0,0
2428,UC San Diego,Colleges,College of Engineering,Civil & Environmental Engineering,University of California,37648,0,0
2429,UC San Diego,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,488871,557000,276250
2430,UC San Diego,Colleges,College of Engineering,Mechanical Engineering,University of California,0,0,0
2431,UC San Diego,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,118712,547645,0
2432,UC San Diego,L&S College of Letters & Sciences,Division of Social Sciences,Economics,University of California,36504,0,0
2433,UC San Diego,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,University of California,0,0,1150
2434,UC San Diego,Schools,Goldman School of Public Policy,Null,University of California,283549,0,0
2435,UC San Diego,Schools,School of Public Health,"Dean's Office, Public Health",University of California,0,0,0
2436,UC San Diego,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,University of California,371611,250993,175055
2437,UC San Diego,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,University of California,0,25000,20000
2438,UC San Diego,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,University of California,47227,35491,39493
2439,UC San Diego,Vice Chancellor - Research,VC Res Other Research Units,CITRIS Ctr for Info Tech Research in the Interest of Society,University of California,0,0,1666666
2440,UC San Diego,Vice Chancellor - Research,VC Research Museums & Field Stations,PHMA Phoebe A Hearst Museum of Anthropology,University of California,0,0,100930
2441,UC San Francisco,Colleges,CNR College of Natural Resources,Null,University of California,0,0,31424
2442,UC San Francisco,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,0,0,0
2443,UC San Francisco,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,University of California,91614,85097,301185
2444,UC San Francisco,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,University of California,91849,111375,65509
2445,UC San Francisco,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,University of California,0,0,145000
2446,UC San Francisco,Colleges,College of Engineering,Bioengineering,University of California,0,12000,0
2447,UC San Francisco,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,195129,1411019,699555
2448,UC San Francisco,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,0,0,18922
2449,UC San Francisco,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,University of California,199366,103120,0
2450,UC San Francisco,L&S College of Letters & Sciences,Division of Social Sciences,Linguistics,University of California,10116,0,0
2451,UC San Francisco,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,University of California,0,0,20439
2452,UC San Francisco,L&S College of Letters & Sciences,L&S Biological Sciences,Innovative Genomics Initiative,University of California,0,0,0
2453,UC San Francisco,L&S College of Letters & Sciences,L&S Biological Sciences,Innovative Genomics Initiative,University of California,0,0,0
2454,UC San Francisco,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,University of California,86500,1534000,0
2455,UC San Francisco,Schools,Graduate School of Education,School of Education,University of California,0,0,242185
2456,UC San Francisco,Schools,School of Optometry,Null,University of California,27786,29017,79619
2457,UC San Francisco,Schools,School of Public Health,Null,University of California,757528,648381,355962
2458,UC San Francisco,Schools,School of Public Health,"Dean's Office, Public Health",University of California,615450,432786,156338
2459,UC San Francisco,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,43272,822709,721405
2460,UC San Francisco,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,University of California,567019,1213051,439013
2461,UC San Francisco,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,0,74887,74975
2462,UC San Francisco,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,University of California,0,74887,74975
2463,UC San Francisco,Vice Chancellor - Research,VC Res Other Research Units,History of Science & Technology,University of California,0,0,16000
2464,UC San Francisco,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),University of California,1733682,3150979,1549680
2465,UC San Francisco,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,University of California,42511,0,0
2466,UC Santa Barbara,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,18625,0,0
2467,UC Santa Barbara,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,University of California,0,68696,0
2468,UC Santa Barbara,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,119996,55000,0
2469,UC Santa Barbara,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,0,59896,0
2470,UC Santa Barbara,Schools,School of Law,Boalt Law School,University of California,0,64920,0
2471,UC Santa Cruz,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,0,31832,31398
2472,UC Santa Cruz,Colleges,College of Chemistry,Chemistry Department,University of California,88000,107450,336395
2473,UC Santa Cruz,Colleges,College of Engineering,Civil & Environmental Engineering,University of California,197471,185988,228056
2474,UC Santa Cruz,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,University of California,0,324413,317740
2475,UC Santa Cruz,Colleges,College of Engineering,ERSO Engineering Research Support Organization,University of California,0,0,0
2476,UC Santa Cruz,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,University of California,100000,130000,0
2477,UC Santa Cruz,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,University of California,85411,135632,60940
2478,UC Santa Cruz,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),University of California,0,0,0
2479,UC Santa Cruz,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,University of California,0,7774,7774
2480,UC Sea Grant College Program,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,124850,144904,239351
2481,UC Sea Grant College Program,Colleges,College of Engineering,Civil & Environmental Engineering,University of California,177363,0,0
2482,UC Sea Grant College Program,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,University of California,88615,0,131938
2483,UC Tobacco-Related Disease Research Program,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,University of California,459900,0,0
2484,UC Tobacco-Related Disease Research Program,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,440546,0
2485,"UChicago Argonne, LLC",Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Industry,205752,0,0
2486,"UNAVCO, Inc.",L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Not for Profit,0,0,0
2487,URS Corporation,Colleges,College of Engineering,EERC Earthquake Engineering Research Center,Industry,0,4500,0
2488,US Election Assistance Commission,Vice Chancellor - Research,Academic Research Units,CSAS Center for South Asian Studies,Federal,3094886,0,0
2489,US Election Assistance Commission,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Federal,0,0,440460
2490,US-Israel Binational Agricultural Research & Dev Fund (BARD),Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Non Federal Governmental,120000,0,-93722
2491,US-Israel Binational Science Foundation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,0,0,0
2492,US-Israel Binational Science Foundation,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Non Federal Governmental,53329,50000,-1916
2493,US-Israel Binational Science Foundation,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Non Federal Governmental,0,0,29390
2494,US-Israel Binational Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Non Federal Governmental,0,0,32200
2495,US-Israel Binational Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Non Federal Governmental,0,1429,0
2496,US-Israel Binational Science Foundation,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Non Federal Governmental,0,40348,0
2497,US-Israel Binational Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Non Federal Governmental,4000,0,0
2498,USAID Agency for International Development,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,0,1000000,0
2499,USAID Agency for International Development,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,0,8953000,0
2500,USAID Agency for International Development,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Federal,0,0,0
2501,USDA Agricultural Research Service,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,0,-355,0
2502,USDA Agricultural Research Service,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Federal,458102,1633122,417360
2503,USDA Animal and Plant Health Inspection Service,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,82627,149704,191040
2504,USDA Economics Research Service,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Federal,0,0,30000
2505,USDA Forest Service,Colleges,CNR College of Natural Resources,Null,Federal,0,0,0
2506,USDA Forest Service,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,760855,-25690,291152
2507,USDA Forest Service,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,1322566,660017,273146
2508,USDA Forest Service,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Federal,2000,0,0
2509,USDA Forest Service,Vice Chancellor - Research,VC Research Museums & Field Stations,BNHM Admin Svcs,Federal,0,0,0
2510,USDA Forest Service,Vice Chancellor - Research,VC Research Museums & Field Stations,MVZ Museum of Vertebrate Zoology,Federal,0,0,21000
2511,USDA Forest Service,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Federal,0,0,0
2512,USDA National Institute for Food and Agriculture,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,738263,1855604,741637
2513,USDA National Institute for Food and Agriculture,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Federal,300000,0,149219
2514,USDA National Institute for Food and Agriculture,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,149513,0,0
2515,USDA National Institute for Food and Agriculture,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Federal,0,777508,379584
2516,USDA National Institute for Food and Agriculture,Vice Chancellor - Research,VC Research Museums & Field Stations,University/Jepson Herbaria,Federal,683945,775284,777777
2517,USDA Natural Resources Conservation Service,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,75000,303856,0
2518,USDA Pacific Southwest Forest/Range Experiment Station,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,257952,0,210000
2519,USDA Pacific Southwest Forest/Range Experiment Station,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,0,18620,0
2520,USDCOM Bureau of Census,L&S College of Letters & Sciences,Division of Social Sciences,D-Lab,Federal,0,0,0
2521,USDI Bureau of Land Management,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,0,395107,1093
2522,USDI Bureau of Land Management,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,45000,-3151,50000
2523,USDI Bureau of Land Management,Schools,School of Public Health,"Dean's Office, Public Health",Federal,0,472463,0
2524,USDI Bureau of Land Management,Vice Chancellor - Research,VC Research Museums & Field Stations,Botanical Garden,Federal,0,0,25000
2525,USDI Bureau of Land Management,Vice Chancellor - Research,VC Research Museums & Field Stations,University/Jepson Herbaria,Federal,50000,20000,30000
2526,USDI Bureau of Reclamation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,0,-387,0
2527,USDI Bureau of Reclamation,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Federal,0,-80,0
2528,USDI Fish and Wildlife Service,Vice Chancellor - Research,VC Research Museums & Field Stations,MVZ Museum of Vertebrate Zoology,Federal,48051,0,0
2529,USDI Geological Survey,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,0,490108,0
2530,USDI Geological Survey,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,105000,0,379522
2531,USDI Geological Survey,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,0,20000,51000
2532,USDI Geological Survey,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,-989,75000,0
2533,USDI Geological Survey,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Federal,330372,1324947,2235519
2534,USDI Geological Survey,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Federal,0,0,16500
2535,USDI Geological Survey,Vice Chancellor - Research,VC Research Museums & Field Stations,UC Museum of Paleontology,Federal,0,0,20000
2536,USDI National Park Service,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,17625,52000,50000
2537,USDI National Park Service,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,251000,24813,150346
2538,USDI National Park Service,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Federal,0,0,60000
2539,USDI National Park Service,Other Academic,UC Library,Null,Federal,0,0,296347
2540,USDI National Park Service,Other Academic,UC Library,University Library,Federal,31000,366309,0
2541,USDI National Park Service,Schools,Graduate School of Education,School of Education,Federal,0,0,2000
2542,USDI National Park Service,Vice Chancellor - Research,VC Research Museums & Field Stations,Essig Museum of Entomology,Federal,6951,0,0
2543,USDI National Park Service,Vice Chancellor - Research,VC Research Museums & Field Stations,University/Jepson Herbaria,Federal,0,0,0
2544,USDI National Park Service,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Federal,28488,0,0
2545,USDJ Office of Justice Programs,Schools,Goldman School of Public Policy,GSPP Programs & Research,Federal,0,0,225000
2546,USDJ Office of Justice Programs,Schools,Goldman School of Public Policy,Null,Federal,0,0,0
2547,USDJ Office of Justice Programs,Schools,School of Social Welfare,Dept of Social Welfare,Federal,0,0,31455
2548,USDJ Office of Justice Programs,Schools,School of Social Welfare,Social Welfare,Federal,456606,0,0
2549,USDS State Department Miscellaneous Agencies and Programs,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,0,67906,0
2550,USDS State Department Miscellaneous Agencies and Programs,Schools,School of Information,iSchool School of Information,Federal,0,0,0
2551,USDS State Department Miscellaneous Agencies and Programs,Schools,School of Law,Null,Federal,100000,0,0
2552,USDS State Department Miscellaneous Agencies and Programs,Schools,School of Law,Boalt Law School,Federal,0,0,0
2553,USDS State Department Miscellaneous Agencies and Programs,Vice Chancellor - Research,Academic Research Units,CSAS Center for South Asian Studies,Federal,0,0,0
2554,USDS United States Embassy,Colleges,College of Engineering,EERC Earthquake Engineering Research Center,Federal,98552,0,0
2555,USDS United States Embassy,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,0,0,5000
2556,UTC United Technologies Corp (Incl. UTCR United Tech Res Ctr),College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,0,100000,80000
2557,UTC United Technologies Corp (Incl. UTCR United Tech Res Ctr),Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,-958333
2558,Unitarian Universalist Congregation at Shelter Rock,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,42000,0,50000
2559,United Arab Emirates University,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,75000,0,0
2560,United Nations Children's Fund,Schools,Goldman School of Public Policy,Null,Non Federal Governmental,0,26220,0
2561,United Nations Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,0,194638
2562,United States - Japan Foundation,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,Not for Profit,0,0,8000
2563,United States - Japan Foundation,Vice Chancellor - Research,Academic Research Units,IEAS Institute of East Asian Studies,Not for Profit,147458,150000,126882
2564,United States-India Educational Foundation,Vice Chancellor - Research,Academic Research Units,CSAS Center for South Asian Studies,Not for Profit,0,189524,0
2565,Universal Bio Mining,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,2000,0
2566,Universitaet Fuer Bodenkultur Wien,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2567,Universite Pierre et Marie Curie,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,103395,0,0
2568,Universities Space Research Association,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,0,6200,0
2569,University Affiliated Research Center (NASA-Ames),Colleges,College of Engineering,Civil & Environmental Engineering,University of California,0,115586,0
2570,University College Dublin,Vice Chancellor - Research,VC Res Other Research Units,CITRIS Ctr for Info Tech Research in the Interest of Society,Not for Profit,0,0,8497
2571,University Corporation at Monterey Bay,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Not for Profit,0,19999,0
2572,University Corporation for Atmospheric Research,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,147485,0,0
2573,University Health Network,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,36763,-2365
2574,"University Research Co., LLC",Schools,School of Public Health,"Dean's Office, Public Health",Industry,100193,0,0
2575,University at Buffalo,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,Not for Profit,0,0,0
2576,University at Buffalo,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Not for Profit,0,0,488188
2577,University of Aarhus,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,Not for Profit,56000,0,160000
2578,University of Aberdeen,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,29040,0,0
2579,University of Alabama,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,23732,0,0
2580,University of Alabama,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,22967,0
2581,University of Alabama,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,22642,0,0
2582,University of Alaska,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,128083,0
2583,University of Alberta,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,7608,0
2584,University of Almeria,Colleges,College of Chemistry,Chemistry Department,Not for Profit,0,0,0
2585,University of Arizona,Colleges,College of Engineering,Civil & Environmental Engineering,Not for Profit,402730,218703,0
2586,University of Arizona,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,403841,300018
2587,University of Arizona,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,250000,235000,200000
2588,University of Arizona,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,518134,0,0
2589,University of Bern,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,-40003,0
2590,University of Bonn,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2591,University of British Columbia,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,0,0,0
2592,University of Cambridge,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,0,38855
2593,University of Cambridge,L&S College of Letters & Sciences,Division of Social Sciences,Women's Studies,Not for Profit,0,33969,0
2594,University of Cambridge,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,32188,0,0
2595,University of Cambridge,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,0
2596,University of Cape Town,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,0,0,0
2597,University of Central Florida,Colleges,College of Chemistry,Chemistry Department,Not for Profit,1100000,1993000,0
2598,University of Central Florida,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,17380,61379,35275
2599,University of Cincinnati,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,0,0,360000
2600,University of Cincinnati,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
2601,University of Colorado Boulder,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,22000,9500
2602,University of Colorado Boulder,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,8301797,2204946,2038943
2603,University of Colorado System,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,-75062
2604,University of Colorado System,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,167191,357884,0
2605,University of Colorado System,Schools,Graduate School of Education,Null,Not for Profit,172942,0,0
2606,University of Colorado System,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,690632,-93590,0
2607,University of Colorado System,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Not for Profit,0,0,0
2608,University of Connecticut,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,0,123532
2609,University of Connecticut,Schools,Graduate School of Education,School of Education,Not for Profit,0,26142,-1
2610,University of Delaware,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,139320,0,0
2611,University of Delaware,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,224049,1,114000
2612,University of Exeter,Vice Chancellor - Research,VC Res Other Research Units,History of Science & Technology,Not for Profit,48444,0,0
2613,University of Florida,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,315496
2614,University of Florida,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,0,499737
2615,University of Florida,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,149998,0
2616,University of Georgia,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Not for Profit,0,150189,0
2617,University of Glasgow,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,0,8000,0
2618,University of Hamburg,Colleges,College of Chemistry,Chemistry Department,Not for Profit,150687,0,0
2619,University of Hawaii,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Not for Profit,27073,0,0
2620,University of Hawaii,Vice Chancellor - Research,VC Research Museums & Field Stations,BNHM Admin Svcs,Not for Profit,0,0,0
2621,University of Idaho,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Not for Profit,0,0,0
2622,University of Illinois,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,254298,443169
2623,University of Illinois,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,32618
2624,University of Illinois,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,281475,208333,-300000
2625,University of Illinois,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,0,494675,725580
