Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
"DO NOT USE (Use 00VA27) Wellspring Advisors, LLC",Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,Not for Profit,"$1,800,000 ",$0 ,nan
"DO NOT USE (Use 00VA27) Wellspring Advisors, LLC",Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Not for Profit,"$1,344,000 ","$600,000 ",nan
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Non Federal Governmental,nan,nan,$0 
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,Colleges,College of Chemistry,Chemistry Department,Non Federal Governmental,nan,nan,"$100,000 "
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,Colleges,College of Engineering,Bioengineering,Non Federal Governmental,nan,nan,"$100,000 "
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Non Federal Governmental,nan,nan,"$189,060 "
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Non Federal Governmental,"$336,000 ","$186,830 ","$14,840 "
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Non Federal Governmental,nan,nan,$0 
DO NOT USE (Use 00VDTV) Human Frontier Science Program Organization,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Non Federal Governmental,nan,"$160,980 ",nan
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,"$22,533 ",nan,nan
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,"$90,577 ","$156,918 ","$158,768 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,nan,"$60,000 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$117,399 ",$0 ,nan
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,College of Engineering,Mechanical Engineering,Federal,"$124,225 ","($11,806)","$62,719 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Colleges,College of Engineering,Nuclear Engineering,Federal,"$128,343 ","$204,917 ","$369,406 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Federal,$0 ,nan,"$50,108 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Federal,$0 ,"$368,784 ",$0 
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Schools,Goldman School of Public Policy,GSPP Programs & Research,Federal,nan,nan,"$54,491 "
DO NOT USE (Use Code 00FC57) - LLNL Lawrence Livermore National Laboratory,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Federal,$0 ,"$139,339 ",$0 
DOD Advanced Research Projects Agency,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,"$3,917,881 ","$6,599,316 ","$6,955,226 "
DOD Advanced Research Projects Agency,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$4,923,576 ","$1,016,053 ","$5,128,616 "
DOD Advanced Research Projects Agency,Colleges,College of Engineering,IEOR Industrial Engineering & Operations Research,Federal,nan,nan,"$999,751 "
DOD Advanced Research Projects Agency,Colleges,College of Engineering,Mechanical Engineering,Federal,nan,nan,"$483,057 "
DOD Advanced Research Projects Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,Federal,$0 ,nan,nan
DOD Advanced Research Projects Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,nan,"$353,900 ",nan
DOD Advanced Research Projects Agency,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Federal,nan,nan,"$540,240 "
DOD Advanced Research Projects Agency,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Federal,"$135,227 ",nan,nan
DOD Defense Threat Reduction Agency,Colleges,College of Chemistry,Chemistry Department,Federal,"$200,000 ","$750,120 ","$149,880 "
DOD Defense Threat Reduction Agency,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,$0 ,"$212,201 ",$0 
DOD Defense Threat Reduction Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,nan,"$445,553 ",$0 
DOD National Geospatial Intelligence Agency,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,nan,"$299,191 "
DOD National Geospatial Intelligence Agency,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,nan,($878),nan
DOD National Geospatial Intelligence Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,nan,"$300,000 ",nan
DOD National Geospatial Intelligence Agency,Schools,School of Optometry,Null,Federal,$0 ,"$149,944 ",$0 
DOD National Security Agency,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,nan,"$100,000 "
DOD National Security Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Federal,"$199,246 ",$0 ,nan
DOD National Security Agency,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Federal,"$200,000 ","$800,000 ",$0 
DOD National Security Agency,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Federal,nan,"$70,000 ",nan
DOD National Security Agency,Vice Chancellor - Research,Academic Research Units,IEAS Institute of East Asian Studies,Federal,"$89,997 ","$90,000 ","$180,000 "
DOD National Security Agency,Vice Chancellor - Research,VC Res Other Research Units,Simons Institute for the Theory of Computing,Federal,nan,$0 ,"$100,000 "
DOD Naval Facilities Engineering Command,Vice Chancellor - Research,VC Research Museums & Field Stations ,MVZ Museum of Vertebrate Zoology,Federal,nan,"$10,678 ",nan
DOD Naval Ordnance Laboratory,Colleges,College of Engineering,IEOR Industrial Engineering & Operations Research,Federal,nan,nan,nan
DOD Naval Ordnance Laboratory,L&S College of Letters & Sciences,L&S Biological Sciences,Innovative Genomics Initiative,Federal,nan,nan,nan
DOD Naval Ordnance Laboratory,Schools,Goldman School of Public Policy,Total,Federal,"$893,723 ","$539,384 ","$792,893 "
DOD Naval Post Graduate School,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$75,000 ",$0 ,$0 
DOD Naval Post Graduate School,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Federal,$0 ,"($42,572)",nan
DOD Naval Research Laboratory,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$326,156 ","$342,932 ",nan
DOD Naval Research Laboratory,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,nan,nan,"$510,000 "
DOD Navy Ship Research and Development Center,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,"$250,000 ",nan
DOD ONR Office of Naval Research,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Federal,$0 ,$0 ,$0 
DOD ONR Office of Naval Research,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Federal,$0 ,"($337,000)",nan
DOD ONR Office of Naval Research,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,"$1,109,983 ","$904,032 ","$978,203 "
DOD ONR Office of Naval Research,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$734,564 ",$0 ,"$3,000,000 "
DOD ONR Office of Naval Research,Colleges,College of Engineering,IEOR Industrial Engineering & Operations Research,Federal,nan,nan,"$482,595 "
DOD ONR Office of Naval Research,Colleges,College of Engineering,MSE Materials Science & Engineering,Federal,nan,nan,"$370,000 "
DOD ONR Office of Naval Research,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,"$617,037 ","$420,062 ","$1,289,000 "
DOD ONR Office of Naval Research,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Federal,$0 ,nan,"$400,000 "
DOD ONR Office of Naval Research,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,Federal,nan,nan,"$696,568 "
DOD ONR Office of Naval Research,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Federal,nan,"$185,080 ","$555,242 "
DOD ONR Office of Naval Research,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Federal,($253),nan,nan
DOD ONR Office of Naval Research,Vice Chancellor - Research,VC Research Museums & Field Stations ,University/Jepson Herbaria,Federal,nan,"$10,497 ",nan
DOD Separate Agencies Miscellaneous,Schools,School of Optometry,Null,Federal,nan,"$999,724 ",nan
DOD Space and Naval Warfare Systems Command,Colleges,College of Chemistry,Chemistry Department,Federal,$0 ,$0 ,nan
DOD Space and Naval Warfare Systems Command,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,"$348,973 ","$3,211,703 "
DOD Space and Naval Warfare Systems Command,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,nan,"($2,792,431)",nan
DOD Space and Naval Warfare Systems Command,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,$0 ,$0 ,nan
DOE Department of Energy,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Federal,$0 ,"($31,358)",nan
DOE Department of Energy,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,"$2,730,236 ","$882,078 ","$9,958,330 "
DOE Department of Energy,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Federal,"$88,993 ","$4,614 ","$6,574,484 "
DOE Department of Energy,Colleges,College of Chemistry,Plant & Microbial Biology Department,Federal,nan,"($1,109)",nan
DOE Department of Energy,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Federal,"$150,000 ","$706,000 ",$0 
DOE Department of Energy,Colleges,College of Chemistry,Chemistry Department,Federal,"$2,598,687 ","$8,249,713 ",$0 
DOE Department of Energy,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,nan,nan,"$12,500,001 "
DOE Department of Energy,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,nan,"$750,000 ",$0 
DOE Department of Energy,College of Engineering,College of Engineering,EERC Earthquake Engineering Research Center,Federal,nan,"$800,000 ",$0 
DOE Department of Energy,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,"$1,000,000 ","($26,798)","$489,073 "
DOE Department of Energy,Colleges,College of Engineering,Mechanical Engineering,Federal,"$294,038 ",$0 ,$0 
DOE Department of Energy,Colleges,College of Engineering,Nuclear Engineering,Federal,"$1,642,282 ","$1,325,393 ","$1,119,695 "
DOE Department of Energy,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Federal,"$2,066,986 ","$1,546,560 ","$1,864,164 "
DOE Department of Energy,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,"$1,557,875 ","$923,000 ","$2,754,944 "
DOE Department of Energy,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Federal,nan,nan,($428)
DOE Department of Energy,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,$0 ,$0 ,"$39,000 "
DOE Department of Energy,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Federal,"$131,900 ","$4,118,066 ",$0 
DOE Department of Energy,Vice Chancellor - Research,Academic Research Units,CIEE California Institute for Energy & Environment,Federal,"$1,305,146 ","($938,875)","$182,832 "
DOE Department of Energy,Vice Chancellor - Research,Academic Research Units,Energy and Climate Institute,Federal,nan,nan,"$225,000 "
DOE Department of Energy,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Federal,$0 ,"($511,003)",nan
DOE Department of Energy,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Federal,"($12,000)","$85,214 ",$0 
DOE Department of Energy,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Federal,$0 ,"($3,564)",$0 
DOE Department of Energy,Vice Chancellor - Research,VC Research,VCR Immediate Office,Federal,$0 ,$0 ,$0 
DOE Department of Energy,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Federal,nan,($3),nan
DOED US Department of Education,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,$906 ,"$7,611 ",nan
DOED US Department of Education,EVCP Executive Vice Chancellor & Provost,Division of Undergraduate Education,Academic Achievement Division,Federal,"($74,514)",$0 ,"$2,377,005 "
DOED US Department of Education,EVCP Executive Vice Chancellor & Provost,Division of Undergraduate Education,DSP Disabled Students' Program,Federal,"($33,971)",nan,"$1,460,690 "
DOED US Department of Education,L&S College of Letters & Sciences,Division of Arts & Humanities,SSEAS South & Southeast Asian Studies,Federal,nan,nan,nan
DOED US Department of Education,Other Academic,Graduate Division,Null,Federal,"$195,673 ","$8,059,702 ","$135,000 "
DOED US Department of Education,Other Academic,Graduate Division,Graduate Division Dean,Federal,nan,"$158,109 ",nan
DOED US Department of Education,Other Academic,Graduate Division,Graduate Division Fellowships,Federal,nan,"$285,670 ","$168,879 "
DOED US Department of Education,Schools,Graduate School of Education,Null,Federal,$0 ,nan,nan
DOED US Department of Education,Vice Chancellor - Research,Academic Research Units,Center for African Studies,Federal,"($260,377)",nan,nan
