Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F7CD,National Academies Keck Futures Initiative,
Federal,Other Federal Category,All Other Federal,00F915,Federal Energy Regulatory Commission,FERC
Industry,USA Industry Category,USA Industry,00F96E,"Advanced Cell Technology, Inc.",
Industry,USA Industry Category,USA Industry,00F3B9,"Monterey Mushrooms, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F733,Doheny Eye Institute,
Federal,DOED Category,DOED,00F70F,Institute of Education Sciences,IES
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4501,Kanazawa University,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F547,Haghefilm Foundation,HF
Industry,USA Industry Category,USA Industry,00F549,"LPA, Inc.",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F544,The Government of the Republic of Singapore,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,8214,WestEd,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F6C8,Institution for Transport Policy Studies,ITPS
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00F603,National Association for the Advancement of Colored People,NAACP
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,3721,Drexel University,
Not for Profit,Foundations & Charities,USA Foundations & Charities,5615,Pangaea Global AIDS Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F3B0,"Enterprise Community Partners, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F280,Irving and Helen Betz Foundation,
Industry,USA Industry Category,USA Industry,00F289,Teichert Aggregates,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00F292,National and Kapodistrian University of Athens (Greece),
Industry,Foreign Industry Category,Foreign Industry,00F257,AIMM Therapeutics BV,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00FEA8,City of Palo Alto,
Industry,USA Industry Category,USA Industry,00F447,"Cannon Design, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00F6B5,Wilfrid Laurier University,
Industry,USA Industry Category,USA Industry,00F6BE,DKS Associates,
Industry,USA Industry Category,USA Industry,00F69A,AppliFlex LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F63E,Internews Network,
Industry,Foreign Industry Category,Foreign Industry,00F63B,SA Pathology,
Industry,USA Industry Category,USA Industry,00F5C8,Premiere Personnel,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,5326,The London School of Economics and Political Science,
Industry,Foreign Industry Category,Foreign Industry,251,TATA Consultancy Services,TCS
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F3FB,Instituto Biologico/IBSBF,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,5078,Pohang University of Science and Technology,
Industry,USA Industry Category,USA Industry,00F477,"Photoswitch Biosciences, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,5411,Heinrich-Heine-University-Dusseldorf,HHU
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,7130,University of Adelaide,
Industry,USA Industry Category,USA Industry,00F2D5,"SENER Engineering and Systems, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9133,Society for Research in Child Development,
Industry,USA Industry Category,USA Industry,00F46C,Hayward Baker Inc.,
Not for Profit,Foundations & Charities,USA Foundations & Charities,621,Richard Lounsbery Foundation,
Industry,USA Industry Category,USA Industry,00F639,"Baldwin Technologies Company, LLC",BTC
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F404,Global Earthquake Model (GEM Foundation),GEM
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,5528,"Victoria, State of (Australia)",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00F558,Directors of Health Promotion and Education,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F643,United Nations Human Settlements Programme (UN-Habitat),UNCHS
Industry,USA Industry Category,USA Industry,00F56B,"Aeon Imaging, LLC",
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,922,Kent State University,KSU
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,5477,First 5 Alameda County,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2D2,"University of Maryland, Baltimore",UMB
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,2473,"University of Maryland Foundation, Inc.",
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2D4,University System of Maryland,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F692,Alliance for Early Success,
Industry,USA Industry Category,USA Industry,00F660,"Nanoviricides, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00F656,Alliance to Save Energy,
Industry,USA Industry Category,USA Industry,00F641,NexGenSemi Corporation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,6165,UC Institute for Research in the Arts,
Industry,Foreign Industry Category,Foreign Industry,00F590,Mizkan Group Corporation,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,6341,University of Aarhus,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00FD81,Max Planck Society,
Not for Profit,Foundations & Charities,USA Foundations & Charities,3235,Weeden Foundation,WF
Industry,USA Industry Category,USA Industry,00F3BF,"Ultratech, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F3C6,Economic Policy Institute,
Industry,USA Industry Category,USA Industry,00F226,Neil O. Anderson and Associates,
Industry,USA Industry Category,USA Industry,00F231,"Peptide Biosciences, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00F22B,Automotive Research and Testing Center,ARTC
Industry,USA Industry Category,USA Industry,00F6C4,"Ozen Engineering, Inc.",
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F6C1,"Willow Garage, Inc.",
Industry,USA Industry Category,USA Industry,00F5E3,"Roche Molecular Systems, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F5B5,Southern Arts Federation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,6542,Casey Family Programs,CFP
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00F6CB,Argonne National Laboratory,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,6160,San Francisco County Transportation Authority,
Industry,USA Industry Category,USA Industry,00F67D,"Cerberex Technologies, Inc. (dba Veratag)",
Industry,USA Industry Category,USA Industry,00F398,Novartis Institutes for BioMedical Research,NIBR
Industry,USA Industry Category,USA Industry,00FF45,"Infinity Pharmaceuticals, Inc.",
Industry,USA Industry Category,USA Industry,00F2F9,"Refactored Materials, Inc.",
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F2FA,Childrens Investment Fund Foundation,CIFF
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2D1,University of Missouri System,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2D0,University of Missouri - Kansas City,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00FC9C,Gwangju Institute of Science and Technology,GIST
Industry,Foreign Industry Category,Foreign Industry,00F5C9,Oerlikon Corporation,OC
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F4B2,The Austin Memorial Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F485,Tang Research Foundation,TRF
Industry,USA Industry Category,USA Industry,00F239,"Dowling Associates, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F2A7,California Center for Sustainable Energy,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,7219,Seattle Biomedical Research Institute,SBRI
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4845,Christian Albrecht University Kiel,
Industry,USA Industry Category,USA Industry,00F52A,"The MathWorks, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00F497,Silent Spring Institute,SSI
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4465,University of Paris,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00F6B3,Universitat Witten/Herdecke,
Not for Profit,Foundations & Charities,USA Foundations & Charities,2969,"Community Health Councils, Inc.",CHC
Federal,Other Federal Category,All Other Federal,00FC1B,USDS Bureau of Oceans & International Environmental Scientific Affairs,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6849,International Water Management Institute,IWMI
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,4981,"International AIDS Vaccine Initiative, Inc.",IAVI
Federal,DOD,Army,00F8EB,DA Army Corps of Engineers/Humphreys Engineer Center Support Activity,HECSA
Federal,Other Federal Category,All Other Federal,00FEDE,Smithsonian - Woodrow Wilson International Center for Scholars,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,3341,Institut de Recherches Cliniques de Montreal,
Industry,USA Industry Category,USA Industry,00F215,Charles River Analytics,
Industry,Foreign Industry Category,Foreign Industry,00F200,Centre for Research and Technology Hellas,CERTH
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F209,Nike Foundation,
Industry,USA Industry Category,USA Industry,00F529,"TeleNav, Inc.",
Industry,USA Industry Category,USA Industry,4816,"Intuitive Surgical, Inc.",
Industry,USA Industry Category,USA Industry,00F3B6,Robert Bosch North America,
Industry,Foreign Industry Category,Foreign Industry,5547,Total S.A.,
Industry,Foreign Industry Category,Foreign Industry,00F24B,SELEX Sistemi Integrati,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,1633,American Society of Hematology,ASH
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VCI4,State University of Campinas-UNICAMP,UNICAMP
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VCLB,Instituto Superior de Psicologia Aplicada,ISPA
Federal,DOD,Army,00VCJC,U.S. Army Engineer Research and Development Center,ERDC
Industry,USA Industry Category,USA Industry,00VCPQ,Visa Inc.,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VAA6,Italian Institute of Technology,
Industry,USA Industry Category,USA Industry,00VCSY,"Inovant, LLC",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,4915,McGill University,
Industry,USA Industry Category,USA Industry,00VCTW,"Lattice Automation, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00VCV4,Chilisin Electronics Corp.,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VCVP,Research Institute for Humanity and Nature,RIHN
Not for Profit,Foundations & Charities,USA Foundations & Charities,00V8FO,"Barth Syndrome Foundation, Inc.",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VCWZ,Office for the Coordination of Social Policies,
Non Federal Governmental,California,Local Agencies & Schools,00VCY1,County of Los Angeles Office of the County Counsel,
Not for Profit,Foundations & Charities,USA Foundations & Charities,5543,Gaia Fund,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VCZD,Texas A&M University at Qatar,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VCZ7,"Health Care Cost Institute, Inc.",
Industry,USA Industry Category,USA Industry,00V9RG,"Quantum Energy Services & Technologies, Inc.",QuEST
Industry,USA Industry Category,USA Industry,00VD2K,"Ohmconnect, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VD3B,California Transit Association,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00FE1C,Center for Molecular Medicine of the Austrian Acad of Sci,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,1930,North American Spine Society,NASS
Industry,USA Industry Category,USA Industry,00F539,"American Traffic Solutions, Inc.",ATS
Industry,USA Industry Category,USA Industry,00F548,"Jefferson Science Associates, LLC",HSA
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F545,National Institute of Aerospace Associates,NIAA
Industry,USA Industry Category,USA Industry,00F54A,"Twining Laboratories of Southern California, Inc.",
Industry,USA Industry Category,USA Industry,00F58F,"Evolved Machines, Inc.",
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00F4B3,Amigos da Terra - Amazonia Brasileira,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F77D,Health Resources in Action,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,5429,Universite Pierre et Marie Curie,UPMC
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F3FC,California WIC Association,
Industry,USA Industry Category,USA Industry,1179,"Varian Medical Systems, Inc.",
Industry,USA Industry Category,USA Industry,00F32B,M.E. Group,
Industry,USA Industry Category,USA Industry,00F8AC,"SA Photonics, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,3747,University of Newcastle,
Non Federal Governmental,California,State Agencies,00F428,Department of Resources Recycling and Recovery (CalRecycle),CALRECYCLE
Not for Profit,Foundations & Charities,USA Foundations & Charities,00FBDC,California Acedamy of Sciences,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F380,Mazon: A Jewish Response to Hunger,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2D3,"University of Maryland, Baltimore County",UMBC
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00F2CF,University of Missouri - St. Louis,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00FABF,Missouri University of Science and Technology,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F2BD,Schmidt Family Foundation/11th Hour Project,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F2BE,Elderhelp of San Diego,
Industry,USA Industry Category,USA Industry,00F2BF,REHAU Construction LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F29F,Kaya Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F36C,US Bancorp Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00F758,Pest Management Foundation,
Industry,USA Industry Category,USA Industry,00VBHJ,GE Global Research,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00FB5C,University of Cape Town,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VD2J,Digital Trust Foundation,
Industry,Foreign Industry Category,Foreign Industry,00VEHR,Cameco Corporation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VEXD,Adams Legacy Foundation,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VF4K,Thammasat University,
Industry,USA Industry Category,USA Industry,00VBZG,Twitter Inc.,
Industry,USA Industry Category,USA Industry,00VFW2,"Paradigm Environmental, Inc.",
Industry,USA Industry Category,USA Industry,00VFZW,Global Energy Interconnection Research Institute North America,SGRI
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VFZX,"French Polynesia, the Minister of the Environment & Land Affairs",
Industry,USA Industry Category,USA Industry,00VBRK,Saputo,
Industry,USA Industry Category,USA Industry,00VBVD,Crowdflower,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00F1BA,Agriculture and Food Development Authority,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VB0L,Kaiser Foundation Hospitals,
Industry,USA Industry Category,USA Industry,00VC7N,Mosaic Materials,
Industry,USA Industry Category,USA Industry,00VC8Z,Twist Bioscience,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,5093,Pathfinder International,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDT6,Science Museum of Minnesota,
Industry,Foreign Industry Category,Foreign Industry,00VCQG,Seacay Corporation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VCXF,Mohammed Bin Rashid Space Centre,MBRSC
Not for Profit,Foundations & Charities,USA Foundations & Charities,00AED4,Women's Foundation of California,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VEW3,Harry L Rust & Helen M Rust Charitable Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDAC,Nutrition Science Initiative,NuSI
Industry,USA Industry Category,USA Industry,00VFY2,Nexar Inc.,
Industry,USA Industry Category,USA Industry,00VFXP,Transformational Transportation Technologies Inc.,
Federal,Other Federal Category,All Other Federal,00VFY9,United State Commission on International Religious Freedom,USCIRF
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F5CB,Kenneth Rainin Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00VF0R,Human Computation Institute LLC,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00V9YE,Swedish Health Services,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00V9YP,Fuller Theological Seminary,
Industry,USA Industry Category,USA Industry,00V9Z0,"Lumos Labs, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VA00,Universidad de Castilla-la Mancha,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VA1I,The Ellen MacArthur Foundation,
Industry,USA Industry Category,USA Industry,00VA1W,Mary Davidge Associates,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VA3J,Vienna Science and Technology Fund,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VA4C,Carlos Slim Health Institute,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VA69,California Pacific Medical Center Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VA7A,The Kimball Foundation,
Industry,USA Industry Category,USA Industry,00VAC1,Matrix Sensors,
Industry,USA Industry Category,USA Industry,00VACA,Truven Health Analytics,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VACC,Max Planck Institute of Neurobiology,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00VACJ,University of Almeria,
Industry,Foreign Industry Category,Foreign Industry,00VAFB,"Abmart, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VAHJ,California State Library Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VAHO,World Vision Inc.,
Industry,USA Industry Category,USA Industry,00VAHY,"DevicePharm, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00VAJX,Cytune Pharma SAS,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VANB,Mexican Ministry of Foreign Affairs,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VANK,Institute of Mexicans Abroad,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VAO7,Vermont Law School,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VAPW,Middlebury College,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VAV2,Illinois State Board of Education,
Industry,USA Industry Category,USA Industry,00VAZP,Wellintel,
Industry,USA Industry Category,USA Industry,00VB1N,"CymaBay Therapeutics, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VB7Z,World Learning,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VBB1,"Partners of the Americas, Inc.",
Industry,USA Industry Category,USA Industry,00VBD0,"Kalion, Inc.",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00VBJ7,National Student Clearinghouse,
Industry,USA Industry Category,USA Industry,00VBKB,"University Research Co., LLC",URC
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VBMK,International Agency for Research on Cancer,IARC
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VBO7,"National Partnership for Women & Families, Inc.",
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VBS3,"China National Cereals, Oils, and Foodstuffs Corporation",COFCO
Industry,USA Industry Category,USA Industry,00VBUD,Food Service Technology Center,FSTC
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VC3Q,French Ministry of Research and Education,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VCH5,Endicott College,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00VCTS,California Healthcare Performance Information System,CHPI
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VDMF,Deactivated - Do Not USE,
Industry,USA Industry Category,USA Industry,00VFBG,SCS Energy LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VFEL,Human Impact Partners,HIP
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VB4Q,Colorado Department of Public Health & Environment,
Industry,USA Industry Category,USA Industry,00VC4Z,"Michael Baker International, LLC",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VCG1,Society for Psychotherapy Research,SPR
Industry,USA Industry Category,USA Industry,00VC34,BURL Concepts Inc.,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F4F1,"Harry and Jeanette Weinberg Foundation, Inc.",
Non Federal Governmental,California,State Agencies,00VD26,California Blueprint for Research to Advance Innovations in Neuroscience,Cal-BRAIN
Industry,USA Industry Category,USA Industry,00VDDE,CSDA Design Group,
Industry,USA Industry Category,USA Industry,00VDGO,"REF TEK, A Division of Trimble",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDTD,International Society for Neuroethology,
University of California,OP Programs Category,OP Programs,00V92A,UC Center for New Racial Studies,UCCNRS
Not for Profit,Foundations & Charities,USA Foundations & Charities,3048,"Erik E. and Edith H. Bergstrom Foundation, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00F725,Max Planck Institute for Experimental Medicine,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7211,Cedar Tree Foundation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VFWX,The Catholic Agency for Overseas Development,CAFOD
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00V9VQ,"CeSHHAR Zimbabwe (Centre for Sexual Health, HIV & AIDS Research)",
Non Federal Governmental,California,State Agencies,00V954,California Health Benefit Exchange,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VBFR,Israel Ministry of Defense,IMOD
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00V9GN,Ohio University,
Industry,USA Industry Category,USA Industry,00VDXP,Yahoo! Labs,
Industry,USA Industry Category,USA Industry,00FEF7,Holland & Hart LLP,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00AE6A,Dirk and Charlene Kabcenell Foundation,
Industry,USA Industry Category,USA Industry,00VA27,Wellspring Advisors LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VDXQ,"Donaldson Adoption Institute, Inc.",
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,5710,University of Bergen,UiB
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VF99,Innovation and Technology Commission,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VE4U,BC Hydro,
Not for Profit,Foundations & Charities,USA Foundations & Charities,3942,Stupski Foundation,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00VCRJ,College Advising Corps,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,7128,Genentech Foundation,
Industry,USA Industry Category,USA Industry,00VB90,"Navigen, Inc.",
Industry,USA Industry Category,USA Industry,00V8RP,Cleave Biosciences,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,9969,American Sociological Association,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VE4J,Center for Environmental Health,
Industry,USA Industry Category,USA Industry,00VBBR,"Cellular Research, Inc.",
Industry,Foreign Industry Category,Foreign Industry,00F57A,Fonterra Co-Operative Group Limited,
Not for Profit,Foundations & Charities,USA Foundations & Charities,3662,Children's Hospital Medical Center of Cincinnati,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VFEN,Grand Teton Association,
Industry,USA Industry Category,USA Industry,00V8Z3,HGST,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,7961,Waltham Center for Pet Nutrition,
Industry,USA Industry Category,USA Industry,00VFJB,"IC Manage, Inc.",
Industry,USA Industry Category,USA Industry,00VFJC,"Orbital ATK, Inc.",
Industry,USA Industry Category,USA Industry,00VFJ8,"Muse Biotechnology, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VC1N,Schwab Charitable Fund,
Industry,USA Industry Category,USA Industry,7124,"Lewin Group, Inc. (Quintiles Subsidiary)",
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VFNM,Open Philanthropy Project,
Industry,USA Industry Category,USA Industry,00VFS5,Transtron Solutions LLC,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00F23F,Child Trends Incorporated,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VBHZ,State of Massachusetts,
Industry,USA Industry Category,USA Industry,00VG10,GenEdit Inc.,
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,3564,Bank Street College of Education,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VG2I,V. Kann Rasmussen Foundation,
Industry,USA Industry Category,USA Industry,00F252,"PaxVax, Inc.",
Industry,USA Industry Category,USA Industry,00F99B,Brewer Science,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00V9VT,United Nations Population Fund,UNFPA
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VA2U,Climate Change and Emissions Management,CCEMC
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VCTE,City of Indianapolis,
Not for Profit,IHE Schools/Universities,Foreign Inst of Higher Ed,00F59F,Concordia University,
Industry,USA Industry Category,USA Industry,00VDN0,Enersys,
Industry,USA Industry Category,USA Industry,00VBEE,"Zephyrus Biosciences, Inc.",
Non Federal Governmental,California,Local Agencies & Schools,00VEM4,Los Angeles Homeless Services Authority,LAHSA
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VFNF,Economic Research Institute for ASEAN and East Asian,ERIA
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VBM5,Korea Institute of Materials Science,
Industry,USA Industry Category,USA Industry,00VDV6,Creaxion,
Industry,Foreign Industry Category,Foreign Industry,00FDF7,Alstom,
Industry,USA Industry Category,USA Industry,00VFYL,"General Motors Holdings, LLC",
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Trade Associations,00VAS3,"Alpha Foundation for the Improvement of Mine Safety and Health, Inc.",
Industry,USA Industry Category,USA Industry,00VAHC,SureScan Corporation,
Not for Profit,Business Related Nonprofit Institutes and Associat,Foreign Research Institutes,00VBYW,Deinove,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VCAV,Ministry of Education of Peru,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VCI0,"FoodCorps, Inc.",
Federal,DOE Category,DOE,00F47D,Advanced Research Projects Agency - Energy,ARPA-E
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00VD7K,The Research Corporation of the University of Hawaii,RCUH
Industry,USA Industry Category,USA Industry,00VBNF,"Asterias Biotherapeutics, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,5916,Sontag Foundation,
Industry,USA Industry Category,USA Industry,00VDPJ,Nokia USA Inc.,
Not for Profit,Business Related Nonprofit Institutes and Associat,USA Research Institutes,00VBO5,Coalition for Evidence-Based Policy,
Not for Profit,Foundations & Charities,USA Foundations & Charities,00VA56,Rainwater Charitable Foundation,
Non Federal Governmental,Foreign Govt Agencies Category,Foreign Govt Agencies,00VEYY,"French Institute of Science and Technology for Transport, Development and Networks",IFSTTAR
Not for Profit,IHE Schools/Universities,USA Inst of Higher Ed,00V8HK,Fordham University,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,00VAHN,MQ: Transforming Mental Health,
Industry,USA Industry Category,USA Industry,00VDMO,Carfax,
